,longitude,latitude,housing_median_age,population,median_income,median_house_value,ocean_proximity,rooms_per_person,houses_per_person
4818,-118.3,34.04,50.0,2080.0,1.7225,180000.0,1,0.8447115384615385,0.23461538461538461
4820,-118.3,34.05,39.0,1765.0,1.2786,121900.0,1,0.5626062322946176,0.26288951841359776
4821,-118.31,34.05,38.0,1768.0,1.9336,190600.0,1,1.0542986425339367,0.24830316742081449
4822,-118.31,34.05,35.0,1513.0,2.1162,229200.0,1,1.32650363516193,0.3661599471249174
4824,-118.31,34.04,33.0,2390.0,2.4048,208300.0,1,1.1259414225941422,0.2849372384937239
4825,-118.31,34.04,29.0,2070.0,2.0658,214600.0,1,0.9845410628019323,0.2753623188405797
4826,-118.31,34.03,29.0,2114.0,0.8351,150000.0,1,1.153263954588458,0.3561967833491012
4827,-118.32,34.03,31.0,1194.0,1.9531,227800.0,1,1.847571189279732,0.36432160804020103
4829,-118.3,34.04,24.0,1757.0,1.7109,175000.0,1,1.1906659077973818,0.3062037564029596
4830,-118.3,34.04,37.0,1579.0,2.006,150000.0,1,0.9309689677010766,0.24699176694110198
4831,-118.31,34.04,37.0,2376.0,1.767,170300.0,1,0.984006734006734,0.26515151515151514
4832,-118.29,34.04,44.0,2049.0,2.0405,143000.0,1,0.9472913616398243,0.26110297706198143
4833,-118.3,34.03,41.0,1868.0,1.78,162500.0,1,0.8849036402569593,0.21038543897216275
4834,-118.3,34.04,35.0,1605.0,2.1518,152800.0,1,0.6791277258566978,0.205607476635514
4835,-118.29,34.04,31.0,1272.0,2.1542,128100.0,1,0.550314465408805,0.23427672955974843
4836,-118.29,34.04,32.0,702.0,2.1471,125000.0,1,0.6153846153846154,0.26495726495726496
4837,-118.29,34.03,42.0,2099.0,1.9167,136400.0,1,0.800381133873273,0.25059552167698906
4838,-118.28,34.03,45.0,953.0,2.0673,151600.0,1,0.9895068205666316,0.2497376705141658
4839,-118.29,34.03,42.0,822.0,1.2875,179200.0,1,1.1034063260340632,0.35036496350364965
4840,-118.29,34.03,29.0,3323.0,1.0219,258300.0,1,1.0665061691242852,0.36503159795365636
4841,-118.29,34.03,38.0,1777.0,2.0848,135200.0,1,0.8446820483961733,0.24817107484524478
4842,-118.29,34.03,22.0,2381.0,0.7473,168800.0,1,1.391432171356573,0.44645107097858044
4843,-118.29,34.03,27.0,1085.0,2.135,119600.0,1,0.9990783410138249,0.2571428571428571
4844,-118.31,34.03,46.0,1343.0,2.025,135500.0,1,1.6180193596425911,0.35443037974683544
4847,-118.31,34.02,44.0,931.0,1.4712,105800.0,1,1.670247046186896,0.284640171858217
4848,-118.31,34.02,45.0,822.0,2.4519,98100.0,1,1.7311435523114356,0.3357664233576642
4850,-118.3,34.03,47.0,1775.0,2.1571,147900.0,1,1.2625352112676056,0.28394366197183096
4851,-118.3,34.03,40.0,1138.0,2.7125,150000.0,1,1.4894551845342707,0.31370826010544817
4852,-118.31,34.03,47.0,785.0,1.23,138400.0,1,1.6751592356687899,0.31210191082802546
4853,-118.3,34.03,37.0,2586.0,1.8564,187500.0,1,1.0754060324825987,0.2819025522041763
4854,-118.31,34.03,34.0,1479.0,2.1173,156600.0,1,1.3799864773495605,0.33468559837728196
4855,-118.31,34.02,23.0,1333.0,1.3187,127100.0,1,1.277569392348087,0.27081770442610653
4856,-118.31,34.02,46.0,1409.0,2.2981,112100.0,1,1.4024130589070263,0.3058907026259759
4857,-118.3,34.02,49.0,1522.0,1.85,116800.0,1,1.392904073587385,0.2733245729303548
4858,-118.29,34.02,21.0,1526.0,2.087,141300.0,1,1.0753604193971167,0.29685452162516385
4859,-118.3,34.02,34.0,2474.0,1.631,137500.0,1,1.2869846402586904,0.2849636216653193
4860,-118.3,34.02,31.0,1522.0,1.5781,119300.0,1,1.2700394218134035,0.2779237844940867
4862,-118.27,34.03,50.0,948.0,1.7546,175000.0,1,0.4166666666666667,0.2563291139240506
4864,-118.28,34.04,19.0,890.0,1.6089,162500.0,1,0.5168539325842697,0.2573033707865168
4865,-118.28,34.04,24.0,1932.0,1.2969,160200.0,1,0.6640786749482401,0.2670807453416149
4866,-118.28,34.04,25.0,2390.0,1.4167,200000.0,1,0.6619246861924686,0.300836820083682
4867,-118.28,34.04,20.0,1880.0,2.1806,180000.0,1,0.6345744680851064,0.24095744680851064
4868,-118.28,34.05,44.0,1754.0,1.6037,275000.0,1,0.725769669327252,0.26225769669327254
4869,-118.28,34.03,41.0,3121.0,1.8539,147500.0,1,0.619352771547581,0.23037487984620314
4870,-118.28,34.03,40.0,2195.0,1.7976,164600.0,1,0.9649202733485194,0.2997722095671982
4871,-118.28,34.04,48.0,1772.0,2.2232,162500.0,1,0.858352144469526,0.2584650112866817
4872,-118.27,34.02,39.0,3050.0,1.875,127300.0,1,0.6570491803278689,0.2036065573770492
4874,-118.27,34.02,40.0,662.0,0.9234,187500.0,1,0.8474320241691843,0.30966767371601206
4875,-118.28,34.03,26.0,2821.0,0.844,350000.0,1,0.7468982630272953,0.20276497695852536
4876,-118.28,34.03,25.0,1193.0,1.2989,225000.0,1,1.1793797150041911,0.3956412405699916
4877,-118.25,34.02,50.0,356.0,2.1944,158300.0,1,0.5056179775280899,0.21348314606741572
4879,-118.26,34.03,49.0,287.0,1.2096,100000.0,1,1.0418118466898956,0.23693379790940766
4881,-118.25,34.02,32.0,1698.0,1.6302,130700.0,1,0.809776207302709,0.254416961130742
4882,-118.26,34.02,38.0,1308.0,1.5652,123100.0,1,0.7492354740061162,0.23700305810397554
4883,-118.26,34.02,38.0,1786.0,2.131,136500.0,1,0.6108622620380739,0.19036954087346025
4884,-118.26,34.02,40.0,1499.0,1.8382,126400.0,1,0.8398932621747832,0.2181454302868579
4885,-118.26,34.02,37.0,2173.0,2.1667,117700.0,1,0.713759779107225,0.21813161527841693
4886,-118.26,34.02,48.0,1859.0,1.3134,96200.0,1,0.7880580957504034,0.2151694459386767
4887,-118.26,34.02,46.0,1607.0,2.0703,114800.0,1,0.777224642190417,0.2059738643434972
4888,-118.26,34.02,41.0,1428.0,1.5603,109600.0,1,0.5938375350140056,0.219187675070028
4889,-118.26,34.02,39.0,1046.0,2.2356,119500.0,1,0.6673040152963671,0.2179732313575526
4890,-118.25,34.02,35.0,2239.0,1.913,114300.0,1,0.6109870477891916,0.205895489057615
4891,-118.25,34.02,33.0,2564.0,2.1957,100800.0,1,0.6536661466458659,0.20085803432137286
4892,-118.25,34.01,28.0,596.0,1.2396,90300.0,1,0.8070469798657718,0.21476510067114093
4893,-118.25,34.02,32.0,1792.0,2.3304,119900.0,1,0.7315848214285714,0.22098214285714285
4894,-118.24,34.02,48.0,571.0,1.8485,90600.0,1,0.9492119089316988,0.19964973730297722
4895,-118.24,34.01,48.0,485.0,2.375,107500.0,1,0.8164948453608247,0.2268041237113402
4896,-118.24,34.01,43.0,2098.0,1.8929,99200.0,1,0.6939942802669209,0.2063870352716873
4897,-118.25,34.01,31.0,1952.0,2.1466,100800.0,1,0.6664959016393442,0.19313524590163936
4898,-118.24,34.01,30.0,376.0,1.7813,127500.0,1,1.077127659574468,0.18085106382978725
4899,-118.25,34.01,45.0,1030.0,1.0898,93400.0,1,0.7592233009708738,0.22815533980582525
4900,-118.25,34.01,36.0,1034.0,1.2857,99300.0,1,0.8500967117988395,0.22823984526112184
4901,-118.25,34.01,43.0,1412.0,1.3287,107200.0,1,1.0120396600566572,0.2507082152974504
4902,-118.25,34.01,43.0,1980.0,1.7425,100500.0,1,0.7954545454545454,0.23686868686868687
4903,-118.25,34.01,30.0,1280.0,1.4464,110200.0,1,0.7515625,0.20546875
4904,-118.26,34.01,38.0,749.0,1.4653,118800.0,1,0.9305740987983978,0.2750333778371162
4905,-118.26,34.01,47.0,1628.0,1.5089,115800.0,1,0.7794840294840295,0.19963144963144963
4906,-118.26,34.01,37.0,2824.0,1.9074,99600.0,1,0.8679178470254958,0.21175637393767704
4907,-118.27,34.01,42.0,1167.0,1.4524,126800.0,1,0.8483290488431876,0.24078834618680378
4908,-118.26,34.01,46.0,1010.0,2.1776,118300.0,1,0.8702970297029703,0.2188118811881188
4909,-118.27,34.02,21.0,1505.0,2.319,97200.0,1,0.8730897009966777,0.2431893687707641
4910,-118.27,34.01,35.0,1784.0,1.8652,116100.0,1,0.6687219730941704,0.19114349775784753
4911,-118.27,34.01,35.0,2106.0,1.2206,129200.0,1,0.7939221272554606,0.24643874643874644
4912,-118.27,34.01,47.0,881.0,1.4327,114100.0,1,1.0454029511918275,0.2508513053348468
4913,-118.27,34.01,43.0,1745.0,2.0817,113300.0,1,0.7077363896848138,0.21318051575931232
4914,-118.27,34.0,46.0,1707.0,2.148,103800.0,1,1.0240187463386057,0.239601640304628
4915,-118.27,34.0,48.0,1834.0,1.7052,107400.0,1,1.0190839694656488,0.24045801526717558
4916,-118.27,34.0,47.0,888.0,1.75,95800.0,1,0.8783783783783784,0.24211711711711711
4917,-118.26,34.01,43.0,2624.0,1.8641,108200.0,1,0.8304115853658537,0.23208841463414634
4918,-118.26,34.0,41.0,1776.0,1.6221,104200.0,1,0.9757882882882883,0.25506756756756754
4919,-118.25,34.0,36.0,1112.0,1.7237,105800.0,1,0.9289568345323741,0.20593525179856115
4920,-118.25,34.0,36.0,1267.0,1.6382,105000.0,1,0.9281767955801105,0.23046566692975531
4921,-118.25,34.0,32.0,1292.0,1.5781,102900.0,1,0.9427244582043344,0.23529411764705882
4922,-118.25,34.0,41.0,1721.0,1.303,90400.0,1,1.0273097036606624,0.27542126670540384
4923,-118.25,34.0,34.0,2194.0,1.4792,95800.0,1,0.8682771194165907,0.2374658158614403
4924,-118.24,34.0,23.0,716.0,1.2056,87500.0,1,0.8212290502793296,0.24162011173184358
4925,-118.24,34.0,43.0,788.0,0.9463,95000.0,1,1.0951776649746192,0.23730964467005075
4926,-118.25,34.0,29.0,1696.0,2.2813,101300.0,1,0.8366745283018868,0.18691037735849056
4927,-118.24,34.0,38.0,1714.0,1.7132,108200.0,1,1.000583430571762,0.22695449241540255
4928,-118.24,33.99,44.0,504.0,1.875,98600.0,1,0.8888888888888888,0.19047619047619047
4929,-118.24,33.99,41.0,1803.0,1.6731,88200.0,1,0.7903494176372712,0.19578480310593455
4930,-118.25,33.99,42.0,2496.0,1.5556,98500.0,1,0.9058493589743589,0.2111378205128205
4931,-118.25,33.99,39.0,1362.0,2.1793,107900.0,1,0.9353891336270191,0.23788546255506607
4932,-118.26,34.0,27.0,1457.0,0.8941,91900.0,1,1.1056966369251888,0.3143445435827042
4933,-118.26,34.0,37.0,2484.0,1.9208,103400.0,1,1.0527375201288245,0.2536231884057971
4934,-118.27,34.0,40.0,2311.0,1.852,101500.0,1,0.9082648204240589,0.2289052358286456
4935,-118.27,34.0,43.0,1213.0,1.3403,110800.0,1,1.350370981038747,0.3215169002473207
4936,-118.27,34.0,43.0,1276.0,1.8917,106900.0,1,0.9858934169278997,0.28056426332288403
4937,-118.26,33.99,47.0,1916.0,1.8242,95000.0,1,0.9733820459290188,0.22860125260960334
4938,-118.26,33.99,36.0,1807.0,1.6901,103500.0,1,1.115661317100166,0.2567791920309906
4939,-118.27,33.99,30.0,529.0,1.9531,100000.0,1,0.9527410207939508,0.23251417769376181
4940,-118.27,33.99,35.0,1153.0,1.4886,100000.0,1,0.808326105810928,0.2445793581960104
4941,-118.27,33.99,38.0,1783.0,1.8086,97100.0,1,0.7891194615816041,0.22546270330902973
4942,-118.28,34.01,46.0,621.0,1.8824,162500.0,1,0.7101449275362319,0.2318840579710145
4943,-118.28,34.02,46.0,1510.0,2.1382,156300.0,1,0.7271523178807947,0.247682119205298
4944,-118.29,34.01,40.0,799.0,1.1667,143800.0,1,1.1076345431789738,0.2765957446808511
4945,-118.3,34.01,48.0,3298.0,1.9152,122300.0,1,1.2786537295330502,0.28775015160703454
4946,-118.3,34.02,27.0,1768.0,1.2446,103800.0,1,1.23868778280543,0.2986425339366516
4947,-118.29,34.02,26.0,2044.0,1.1563,118800.0,1,0.9789628180039139,0.2725048923679061
4948,-118.3,34.02,42.0,2327.0,1.6699,108000.0,1,1.025354533734422,0.28405672539750754
4949,-118.3,34.01,35.0,818.0,1.7961,111700.0,1,1.402200488997555,0.343520782396088
4950,-118.31,34.01,50.0,912.0,1.7386,109400.0,1,1.6041666666666667,0.32127192982456143
4951,-118.31,34.02,41.0,727.0,1.6667,116900.0,1,1.43878954607978,0.2764786795048143
4952,-118.31,34.02,43.0,1568.0,1.6955,115200.0,1,1.438137755102041,0.2997448979591837
4953,-118.31,34.01,39.0,1246.0,2.0417,117100.0,1,1.6637239165329052,0.4390048154093098
4954,-118.31,34.02,46.0,1227.0,1.6851,108800.0,1,1.8068459657701712,0.36511817440912797
4955,-118.31,34.01,48.0,1357.0,2.5263,121000.0,1,1.8747236551215918,0.36698599852616065
4958,-118.29,34.01,42.0,511.0,2.3942,123200.0,1,1.5929549902152642,0.3679060665362035
4959,-118.29,34.01,50.0,2247.0,1.6505,125000.0,1,0.9959946595460614,0.25945705384957723
4963,-118.28,34.01,34.0,2450.0,1.7143,132000.0,1,0.9408163265306122,0.3020408163265306
4964,-118.28,34.0,46.0,1992.0,2.3403,114100.0,1,0.8283132530120482,0.22991967871485944
4965,-118.29,34.0,6.0,1509.0,1.4639,112500.0,1,0.9854208084824387,0.267064280980782
4966,-118.29,34.01,39.0,1010.0,1.6036,137500.0,1,0.7435643564356436,0.22871287128712872
4967,-118.29,34.01,30.0,1730.0,1.0539,142500.0,1,0.8005780346820809,0.2728323699421965
4968,-118.28,34.01,50.0,3080.0,1.8656,122900.0,1,0.8444805194805195,0.25
4969,-118.28,34.0,43.0,880.0,1.2065,103600.0,1,0.8102272727272727,0.26931818181818185
4971,-118.28,34.01,48.0,775.0,2.3309,126600.0,1,0.6232258064516129,0.24258064516129033
4972,-118.28,34.0,38.0,3612.0,2.125,118800.0,1,0.9233111849390919,0.2455703211517165
4973,-118.28,34.0,42.0,1295.0,2.0938,119200.0,1,1.1845559845559845,0.29343629343629346
4974,-118.28,34.0,42.0,890.0,1.2778,112500.0,1,0.9606741573033708,0.27752808988764044
4975,-118.28,34.0,44.0,2182.0,1.432,124000.0,1,1.2080659945004584,0.2983501374885426
4976,-118.28,34.0,48.0,1353.0,2.1607,96100.0,1,1.1189948263118994,0.254249815225425
4977,-118.29,34.0,44.0,1165.0,2.1354,105800.0,1,1.5047210300429184,0.3261802575107296
4978,-118.29,34.0,41.0,1731.0,1.2347,111700.0,1,1.0439052570768341,0.2720970537261698
4980,-118.3,34.0,40.0,859.0,1.1806,134600.0,1,1.3166472642607683,0.26775320139697323
4989,-118.31,34.0,47.0,1329.0,1.9792,116400.0,1,1.1670428893905191,0.24228743416102333
4990,-118.31,33.99,48.0,1363.0,1.6559,101400.0,1,1.6397652237710931,0.3176815847395451
4991,-118.31,33.99,47.0,982.0,2.0915,126600.0,1,1.5529531568228105,0.3391038696537678
4992,-118.31,33.99,45.0,791.0,2.2339,104800.0,1,1.8824273072060682,0.3994943109987358
4993,-118.31,33.99,44.0,789.0,1.7083,100000.0,1,2.158428390367554,0.3155893536121673
4994,-118.29,33.99,46.0,1766.0,1.5846,114800.0,1,1.4767836919592299,0.33748584371460927
4995,-118.3,33.99,47.0,1903.0,1.8317,96500.0,1,1.3857067787703625,0.27377824487651076
4996,-118.3,33.99,47.0,1903.0,1.9853,101100.0,1,1.162375197057278,0.2911192853389385
4997,-118.28,33.99,46.0,2446.0,1.275,98300.0,1,1.053556827473426,0.28086672117743255
4998,-118.29,33.99,46.0,2067.0,2.0542,103400.0,1,1.0633768746976293,0.24044508950169327
5000,-118.28,33.99,49.0,1861.0,1.7159,95000.0,1,1.1681891456206341,0.2600752283718431
5001,-118.28,33.99,46.0,1153.0,1.7849,99300.0,1,1.0503035559410234,0.2445793581960104
5003,-118.32,34.02,50.0,672.0,4.2554,194300.0,1,2.462797619047619,0.3869047619047619
5004,-118.32,34.02,48.0,823.0,3.3906,189700.0,1,2.3681652490886997,0.4131227217496962
5005,-118.32,34.01,50.0,817.0,3.1548,157700.0,1,2.254589963280294,0.4173806609547124
5006,-118.32,34.01,47.0,1079.0,2.4022,123400.0,1,1.6172381835032437,0.3410565338276182
5007,-118.33,34.02,46.0,968.0,4.26,182600.0,1,2.2964876033057853,0.3853305785123967
5008,-118.33,34.01,47.0,653.0,3.7727,193000.0,1,2.021439509954058,0.445635528330781
5009,-118.33,34.02,42.0,869.0,3.5,181100.0,1,2.3509781357882624,0.47871116225546606
5010,-118.32,34.01,44.0,1622.0,2.4934,165800.0,1,2.4858199753390875,0.5228113440197287
5011,-118.33,34.01,43.0,956.0,2.0217,187500.0,1,2.329497907949791,0.49372384937238495
5012,-118.33,34.01,44.0,786.0,1.9231,188500.0,1,2.241730279898219,0.5661577608142494
5013,-118.33,34.01,44.0,878.0,1.9631,181300.0,1,2.4851936218678814,0.5615034168564921
5014,-118.32,34.0,50.0,2300.0,1.95,112600.0,1,1.4130434782608696,0.29347826086956524
5015,-118.32,34.0,50.0,1097.0,2.4583,120900.0,1,1.9954421148587056,0.4275296262534184
5016,-118.33,34.0,47.0,895.0,2.2054,121500.0,1,1.8670391061452514,0.3541899441340782
5017,-118.33,34.0,47.0,416.0,2.3333,133300.0,1,1.9831730769230769,0.41586538461538464
5018,-118.33,34.0,24.0,529.0,0.9304,151600.0,1,1.6502835538752363,0.5822306238185255
5019,-118.32,33.99,43.0,1074.0,2.5909,98700.0,1,1.888268156424581,0.36685288640595903
5020,-118.32,33.99,49.0,889.0,1.9779,114200.0,1,1.5826771653543308,0.31833520809898763
5021,-118.33,33.99,44.0,1041.0,2.8542,126500.0,1,1.8424591738712777,0.34966378482228627
5022,-118.33,33.99,46.0,777.0,3.2083,149600.0,1,2.036036036036036,0.3680823680823681
5023,-118.34,33.99,48.0,919.0,4.8125,170500.0,1,2.186071817192601,0.32317736670293795
5024,-118.32,33.99,48.0,791.0,2.1875,115200.0,1,1.592920353982301,0.35398230088495575
5025,-118.32,33.99,43.0,735.0,3.7167,108900.0,1,1.7102040816326531,0.31564625850340133
5026,-118.33,33.99,43.0,1598.0,2.8274,122500.0,1,1.3917396745932415,0.34105131414267836
5027,-118.34,33.99,46.0,662.0,3.1731,140300.0,1,1.838368580060423,0.4607250755287009
5028,-118.32,33.98,47.0,574.0,2.175,114700.0,1,1.6533101045296168,0.3780487804878049
5029,-118.32,33.98,40.0,791.0,3.2344,104300.0,1,1.640960809102402,0.3223767383059418
5030,-118.32,33.98,47.0,864.0,1.9732,101000.0,1,1.7685185185185186,0.35648148148148145
5031,-118.32,33.98,46.0,921.0,3.0833,103300.0,1,1.749185667752443,0.34093376764386535
5032,-118.33,33.98,28.0,3121.0,1.8806,113900.0,1,1.2460749759692407,0.3351489907081064
5033,-118.33,33.98,32.0,1472.0,1.6477,108900.0,1,1.2119565217391304,0.3233695652173913
5034,-118.33,33.98,38.0,2153.0,1.8472,149100.0,1,1.4226660473757549,0.334881560613098
5035,-118.34,33.99,48.0,1170.0,2.9643,140400.0,1,1.9017094017094016,0.34273504273504274
5036,-118.34,33.98,46.0,1292.0,2.9315,149000.0,1,1.6455108359133126,0.3204334365325077
5037,-118.35,33.99,47.0,927.0,4.9531,180100.0,1,2.3549083063646172,0.4002157497303128
5038,-118.35,33.98,47.0,1082.0,3.8235,207600.0,1,2.321626617375231,0.39371534195933455
5039,-118.34,33.99,34.0,250.0,1.675,166700.0,1,1.588,0.484
5040,-118.32,33.98,44.0,861.0,2.2396,108600.0,1,1.6817653890824622,0.3600464576074332
5042,-118.32,33.98,49.0,901.0,1.7067,118600.0,1,1.5671476137624862,0.36403995560488345
5043,-118.33,33.98,30.0,2739.0,1.6531,118500.0,1,1.136181087988317,0.30704636728733115
5044,-118.33,33.97,44.0,1423.0,2.5363,158800.0,1,1.7751229796205201,0.4026704146170063
5045,-118.33,33.97,47.0,922.0,4.1635,156400.0,1,1.9848156182212582,0.4088937093275488
5046,-118.36,34.02,46.0,1502.0,3.8643,195800.0,1,2.493342210386152,0.5379494007989347
5047,-118.36,34.01,33.0,1214.0,6.5044,350400.0,1,2.5864909390444812,0.38220757825370677
5048,-118.37,34.02,33.0,900.0,4.4028,246800.0,1,2.5144444444444445,0.42444444444444446
5049,-118.38,34.02,31.0,819.0,4.3077,140600.0,1,2.311355311355311,0.5201465201465202
5050,-118.33,34.02,11.0,625.0,0.8702,170500.0,1,1.9984,0.5376
5051,-118.34,34.01,35.0,655.0,2.5568,312500.0,1,2.0748091603053433,0.5206106870229008
5052,-118.34,34.01,37.0,1941.0,1.7945,106300.0,1,2.2107161257083976,0.4909840288511077
5053,-118.34,34.01,38.0,1407.0,1.6187,266700.0,1,1.6474769012082444,0.4989339019189765
5054,-118.34,34.02,44.0,608.0,4.0357,187800.0,1,2.5115131578947367,0.4029605263157895
5055,-118.35,34.02,34.0,2725.0,1.7622,167900.0,1,1.4598165137614678,0.3798165137614679
5056,-118.35,34.02,34.0,3538.0,1.5143,118800.0,1,1.4748445449406444,0.3875070661390616
5057,-118.35,34.02,27.0,2415.0,1.4589,87500.0,1,1.3904761904761904,0.3958592132505176
5058,-118.35,34.01,33.0,1585.0,3.6629,353200.0,1,2.04794952681388,0.3804416403785489
5059,-118.35,34.01,35.0,1583.0,3.5486,332100.0,1,2.385344283006949,0.4731522425773847
5060,-118.35,34.0,28.0,1162.0,3.25,301000.0,1,2.6549053356282273,0.4802065404475043
5061,-118.28,33.99,35.0,1128.0,1.8818,100000.0,1,1.0088652482269505,0.27570921985815605
5062,-118.28,33.99,37.0,1673.0,1.4625,103000.0,1,1.1781231320980274,0.27734608487746565
5063,-118.29,33.99,39.0,857.0,2.5547,108900.0,1,1.1423570595099184,0.27537922987164526
5064,-118.29,33.98,41.0,1422.0,1.0516,108300.0,1,1.1125175808720114,0.26019690576652604
5065,-118.29,33.99,43.0,1153.0,1.9375,112900.0,1,1.6496097137901127,0.3148308759757155
5066,-118.3,33.99,44.0,1159.0,1.1645,98200.0,1,1.2579810181190683,0.2441760138050043
5067,-118.3,33.99,43.0,1231.0,2.5437,94500.0,1,1.2461413484971569,0.26726238830219334
5068,-118.3,33.98,44.0,902.0,1.9556,93300.0,1,1.770509977827051,0.3558758314855876
5069,-118.3,33.99,45.0,1484.0,1.84,91400.0,1,1.1462264150943395,0.28773584905660377
5070,-118.31,33.98,44.0,234.0,5.1136,111700.0,1,0.9487179487179487,0.32905982905982906
5071,-118.31,33.99,49.0,694.0,2.895,108000.0,1,1.2348703170028819,0.3285302593659942
5074,-118.31,33.98,50.0,1090.0,1.825,106600.0,1,1.8211009174311927,0.3761467889908257
5076,-118.32,33.98,49.0,1052.0,2.2138,119800.0,1,1.894486692015209,0.3745247148288973
5077,-118.29,33.98,44.0,1348.0,1.9125,97200.0,1,1.677299703264095,0.3375370919881306
5078,-118.29,33.98,48.0,783.0,3.4444,93100.0,1,1.4355044699872286,0.2848020434227331
5080,-118.3,33.98,48.0,1208.0,1.6611,95800.0,1,1.663907284768212,0.3344370860927152
5081,-118.3,33.98,48.0,1176.0,3.0455,102400.0,1,1.6989795918367347,0.32482993197278914
5082,-118.3,33.98,44.0,811.0,2.9375,95200.0,1,1.531442663378545,0.33785450061652283
5083,-118.29,33.98,42.0,2542.0,1.3479,100000.0,1,1.1144767899291896,0.2852084972462628
5084,-118.29,33.98,46.0,786.0,1.4042,110000.0,1,1.4223918575063612,0.3231552162849873
5085,-118.28,33.98,39.0,1332.0,1.9564,92200.0,1,0.9804804804804805,0.2484984984984985
5086,-118.28,33.98,47.0,782.0,2.2411,93000.0,1,1.10613810741688,0.2774936061381074
5087,-118.28,33.98,45.0,1382.0,0.9337,92300.0,1,1.244573082489146,0.26410998552821996
5088,-118.28,33.98,19.0,726.0,0.9809,121400.0,1,1.2162534435261707,0.38154269972451793
5089,-118.29,33.98,30.0,1207.0,1.223,100000.0,1,0.9627174813587407,0.23943661971830985
5090,-118.28,33.97,31.0,1091.0,1.689,102600.0,1,0.9789184234647113,0.25756186984417967
5091,-118.28,33.97,31.0,2063.0,1.9219,107000.0,1,0.9777023751817742,0.2525448376151236
5092,-118.28,33.97,35.0,1978.0,1.375,100000.0,1,1.1653185035389282,0.2871587462082912
5093,-118.29,33.97,43.0,2133.0,1.7734,107300.0,1,1.2470698546647914,0.27566807313642755
5094,-118.3,33.97,46.0,1140.0,3.375,98500.0,1,1.25,0.26666666666666666
5095,-118.3,33.97,44.0,1074.0,2.0673,99800.0,1,1.4162011173184357,0.26536312849162014
5096,-118.3,33.97,42.0,567.0,2.6311,124100.0,1,1.6649029982363315,0.3350970017636684
